Food,Feed/ Fuel,Code,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,AVG
"Lettuce, Iceberg (head lettuce)",None,LETT,1589.1303164214758,864.1922135949047,1382.967840771961,196.083219860451,504.05556296712814,917.7849133218285,1130.1850748302234,1537.21127221306,2071.072192663497,2092.877167523292,993.6299268636373,854.2366558244116,1945.6189418636427,898.7444825408688,662.8982147021579,1250.0287271241136,786.2507319107663,534.7204084070582,1686.604355055285,449.33251927740196,1024.0852321255575,1248.6376575963066,1006.086637242388,1205.9842347961828,2016.920719128546,1291.7133598391376,408.3778115081688,1412.4602209410407,774.4269075149622,628.7639597499848,425.1212980477359,1090.006541168619
Onions,None,ONIO,1230.2074875449132,839.6082393160344,988.9463206024842,527.5203137711569,577.539908700419,941.565105274267,1246.8832057969794,1102.4338125965148,1012.9267216325148,1417.9891787632048,862.7148503492525,713.4920564235935,1257.4997227589672,480.16492785164144,798.9414102791098,886.8187285525888,876.9959934189955,956.1448615080247,996.1539856014223,442.8779714411748,633.1707851737367,863.2043491434292,831.4952850413795,894.309887061668,1016.433851345747,601.2462660039799,678.9530971047594,983.1120241637844,962.9027168042061,863.708337605902,580.3641340470006,873.1072753444791
Squash,None,SQUA,1012.9120625,995.262125,849.8912500000001,1227.6419999999998,1038.98275,1004.134625,1011.6559375000002,966.9229375,565.7803125,866.6368749999999,926.2467499999999,1168.0264375,715.9676875,956.7057500000001,828.267375,939.1061875,1182.3004375,985.323625,867.0788750000002,919.0699375000002,888.3298125000001,678.9274374999999,576.407,849.132375,1051.661,714.036375,1106.1529375,945.5151875,1057.3615,741.663,925.4545625,921.3727459677418
"Preserved, Other",None,OTHER_PRSRVD,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297,13296.603548434297
Wheat flour,None,HAY,515.3273835403727,473.64011387163566,731.8689932712216,460.0760377846791,458.1748783643893,444.8419979296067,477.2069513457557,445.8647826086956,646.2618892339544,423.5658022774327,388.43408902691505,363.0943633540373,444.62219461697725,411.93004917184265,420.46593685300206,358.32958850931686,375.34399585921324,497.6697023809524,430.5997075569358,490.56894668737056,413.42156832298133,439.5338017598344,403.0728519668737,375.95662008281573,372.36197463768116,420.5452562111802,544.3852820910973,442.7033488612837,442.01688146997924,450.9871092132505,499.77301759834364,453.6337134341815
Corn flour,None,CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Soybean Oil,None,SOYB,897.1319625513404,881.3039528761925,1016.8769396885292,869.3768326246668,893.7089700943034,879.1631806647728,910.403528591515,1162.0960495115457,1126.4986224679049,1095.0949691661738,851.4719052288842,956.8127621437112,1123.7247520120543,852.604581440849,1033.912322318876,976.8887209361758,1114.9299286171574,822.6122548500011,1136.6609391202467,540.0232161041631,863.4146577163543,815.2681095057866,815.830652378841,831.1139318808656,1128.9946328407318,930.6220716111188,760.7654710127428,1114.4400016946672,864.1826089620565,850.3357273991797,763.3438709354987,931.6002621595777
Canola Oil,None,CABG,2305.7300000000005,2098.63375,1909.18625,3376.00375,1903.5662499999999,2262.26,3744.64,3478.46,1536.335,3853.6449999999995,1050.16,3315.82625,3656.19,2173.4025,1193.63,880.87875,2096.7937500000003,2171.22,2699.81875,4443.175,645.585,735.59125,3034.2325,843.925,1547.73875,1534.21125,2628.22875,3007.45625,1645.7900000000002,1296.0487500000002,2444.03125,2242.3352822580646
Corn Syrup (HFCS),None,CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
"Sugar,cane and beet ",None,CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Ag Dallas County,"Corn, Commodity ",CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Ag Dallas County,"Soybean , Commodity",SOYB,897.1319625513404,881.3039528761925,1016.8769396885292,869.3768326246668,893.7089700943034,879.1631806647728,910.403528591515,1162.0960495115457,1126.4986224679049,1095.0949691661738,851.4719052288842,956.8127621437112,1123.7247520120543,852.604581440849,1033.912322318876,976.8887209361758,1114.9299286171574,822.6122548500011,1136.6609391202467,540.0232161041631,863.4146577163543,815.2681095057866,815.830652378841,831.1139318808656,1128.9946328407318,930.6220716111188,760.7654710127428,1114.4400016946672,864.1826089620565,850.3357273991797,763.3438709354987,931.6002621595777
Ag Guthrie County,"Corn, Commodity ",CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Ag Guthrie County,"Soybean , Commodity",SOYB,897.1319625513404,881.3039528761925,1016.8769396885292,869.3768326246668,893.7089700943034,879.1631806647728,910.403528591515,1162.0960495115457,1126.4986224679049,1095.0949691661738,851.4719052288842,956.8127621437112,1123.7247520120543,852.604581440849,1033.912322318876,976.8887209361758,1114.9299286171574,822.6122548500011,1136.6609391202467,540.0232161041631,863.4146577163543,815.2681095057866,815.830652378841,831.1139318808656,1128.9946328407318,930.6220716111188,760.7654710127428,1114.4400016946672,864.1826089620565,850.3357273991797,763.3438709354987,931.6002621595777
Ag Jasper County,"Corn, Commodity ",CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Ag Jasper County,"Soybean , Commodity",SOYB,897.1319625513404,881.3039528761925,1016.8769396885292,869.3768326246668,893.7089700943034,879.1631806647728,910.403528591515,1162.0960495115457,1126.4986224679049,1095.0949691661738,851.4719052288842,956.8127621437112,1123.7247520120543,852.604581440849,1033.912322318876,976.8887209361758,1114.9299286171574,822.6122548500011,1136.6609391202467,540.0232161041631,863.4146577163543,815.2681095057866,815.830652378841,831.1139318808656,1128.9946328407318,930.6220716111188,760.7654710127428,1114.4400016946672,864.1826089620565,850.3357273991797,763.3438709354987,931.6002621595777
Ag Madison County,"Corn, Commodity ",CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Ag Madison County,"Soybean , Commodity",SOYB,897.1319625513404,881.3039528761925,1016.8769396885292,869.3768326246668,893.7089700943034,879.1631806647728,910.403528591515,1162.0960495115457,1126.4986224679049,1095.0949691661738,851.4719052288842,956.8127621437112,1123.7247520120543,852.604581440849,1033.912322318876,976.8887209361758,1114.9299286171574,822.6122548500011,1136.6609391202467,540.0232161041631,863.4146577163543,815.2681095057866,815.830652378841,831.1139318808656,1128.9946328407318,930.6220716111188,760.7654710127428,1114.4400016946672,864.1826089620565,850.3357273991797,763.3438709354987,931.6002621595777
Ag Polk County,"Corn, Commodity ",CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Ag Polk County,"Soybean , Commodity",SOYB,897.1319625513404,881.3039528761925,1016.8769396885292,869.3768326246668,893.7089700943034,879.1631806647728,910.403528591515,1162.0960495115457,1126.4986224679049,1095.0949691661738,851.4719052288842,956.8127621437112,1123.7247520120543,852.604581440849,1033.912322318876,976.8887209361758,1114.9299286171574,822.6122548500011,1136.6609391202467,540.0232161041631,863.4146577163543,815.2681095057866,815.830652378841,831.1139318808656,1128.9946328407318,930.6220716111188,760.7654710127428,1114.4400016946672,864.1826089620565,850.3357273991797,763.3438709354987,931.6002621595777
Ag Warren County,"Corn, Commodity ",CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Ag Warren County,"Soybean , Commodity",SOYB,897.1319625513404,881.3039528761925,1016.8769396885292,869.3768326246668,893.7089700943034,879.1631806647728,910.403528591515,1162.0960495115457,1126.4986224679049,1095.0949691661738,851.4719052288842,956.8127621437112,1123.7247520120543,852.604581440849,1033.912322318876,976.8887209361758,1114.9299286171574,822.6122548500011,1136.6609391202467,540.0232161041631,863.4146577163543,815.2681095057866,815.830652378841,831.1139318808656,1128.9946328407318,930.6220716111188,760.7654710127428,1114.4400016946672,864.1826089620565,850.3357273991797,763.3438709354987,931.6002621595777
